Name (click to view)ˇ,Manufacturer,Date Manufactured,Players,Type,Theme,IPDB Link
Buccaneer,Abbott Specialties Corp.,"October, 1947",1,EM,,https://www.ipdb.org/machine.cgi?gid=6289&puid=38895
Buck Rogers,L & V Mambelli,,1,EM,,https://www.ipdb.org/machine.cgi?gid=4999&puid=38895
Buck Rogers,"D. Gottlieb & Company, a Columbia Pictures Industries Company","January, 1980",4,SS,Fantasy - Outer Space,https://www.ipdb.org/machine.cgi?gid=392&puid=38895
Buckaroo,D. Gottlieb & Company,"June, 1965",1,EM,American West,https://www.ipdb.org/machine.cgi?gid=393&puid=38895
Buckaroo,Chicago Coin Machine Manufacturing Company,6-Jul-39,1,EM,American West,https://www.ipdb.org/machine.cgi?gid=394&puid=38895
Buckaroo,Chicago Coin Machine Manufacturing Company,1-Jul-39,1,EM,,https://www.ipdb.org/machine.cgi?gid=3665&puid=38895
Bucks,Bally Manufacturing Corporation,1935,1,EM,,https://www.ipdb.org/machine.cgi?gid=4161&puid=38895
Budget,Chicago Coin Machine Manufacturing Company,16-Mar-36,1,EM,,https://www.ipdb.org/machine.cgi?gid=3666&puid=38895
Buffalo Bill,D. Gottlieb & Company,"May, 1950",1,EM,Western - Historical,https://www.ipdb.org/machine.cgi?gid=395&puid=38895
Bugs Bunny's Birthday Ball,"Midway Manufacturing Company, a subsidiary of WMS Industries, Incorporated","January, 1991",4,SS,Licensed Theme - Cartoons - Happiness,https://www.ipdb.org/machine.cgi?gid=396&puid=38895
Build Up,Exhibit Supply Company,20-Jan-48,1,EM,Show Business - Vaudeville - Women,https://www.ipdb.org/machine.cgi?gid=397&puid=38895
Builder Upper,"G. M. Laboratories, Incorporated","March, 1935",1,EM,,https://www.ipdb.org/machine.cgi?gid=398&puid=38895
Bull Market,Bally Manufacturing Corporation,,1,EM,,https://www.ipdb.org/machine.cgi?gid=3668&puid=38895
Bull's Eye,Bally Manufacturing Corporation,"December, 1937",1,EM,Sports - Target Practice,https://www.ipdb.org/machine.cgi?gid=401&puid=38895
Bull's Eye,Bally Manufacturing Corporation,,2,EM,Sports - Archery,https://www.ipdb.org/machine.cgi?gid=1198&puid=38895
Bullet,Pierce Tool and Manufacturing Company,"May, 1935",1,EM,Military - World War I,https://www.ipdb.org/machine.cgi?gid=399&puid=38895
Bullet Mark,Sega of America,"October, 1975",2,SS,,https://www.ipdb.org/machine.cgi?gid=6477&puid=38895
Bullfight,Bally Manufacturing Corporation,"January, 1965",1,EM,Adventure - Foreign Peoples,https://www.ipdb.org/machine.cgi?gid=3667&puid=38895
Bulls Eye Baseball,Chicago Coin Machine Manufacturing Company,24-Mar-67,2,EM,Sports - Baseball,https://www.ipdb.org/machine.cgi?gid=402&puid=38895
Bulls Eye Big League,Chicago Coin Machine Manufacturing Company,"May, 1955",2,EM,Sports - Baseball,https://www.ipdb.org/machine.cgi?gid=5045&puid=38895
Bulls Eye Deluxe Big League,Chicago Coin Machine Manufacturing Company,1955,2,EM,Sports - Baseball,https://www.ipdb.org/machine.cgi?gid=4691&puid=38895
Bulls-Eye Drop Ball (Upright Model),Chicago Coin Machine Manufacturing Company,,1,EM,Beaches - Boating - Sailing - Swimming - Water - Women,https://www.ipdb.org/machine.cgi?gid=5976&puid=38895
Bullseye,Premier Technology,"April, 1994",1,SS,Rodeo,https://www.ipdb.org/machine.cgi?gid=4563&puid=38895
Bullseye 301,Pinstar,"April, 1986",4,SS,,https://www.ipdb.org/machine.cgi?gid=3669&puid=38895
Bump-A-Lite,Chicago Coin Machine Manufacturing Company,16-Feb-37,1,EM,,https://www.ipdb.org/machine.cgi?gid=404&puid=38895
Bump-T-Ball,Pacific Amusement Manufacturing Company,"January, 1932",1,ME,,https://www.ipdb.org/machine.cgi?gid=3671&puid=38895
Bumper,Bally Manufacturing Corporation,"December, 1936",1,EM,,https://www.ipdb.org/machine.cgi?gid=405&puid=38895
Bumper,T. S. Halpin & Co. Ltd.,,1,EM,,https://www.ipdb.org/machine.cgi?gid=5623&puid=38895
Bumper,Bill Port,,1,EM,Outer Space - Science Fiction - Space Fantasy,https://www.ipdb.org/machine.cgi?gid=6194&puid=38895
Bumper Bowling,"Daval Mfg Company Incorporated, G.B.","July, 1937",1,EM,Sports - Bowling,https://www.ipdb.org/machine.cgi?gid=3670&puid=38895
Bumper Pool,D. Gottlieb & Company,"June, 1969",1,EM,Billiards,https://www.ipdb.org/machine.cgi?gid=406&puid=38895
Bumper Senior,Bally Manufacturing Corporation,"February, 1937",1,EM,,https://www.ipdb.org/machine.cgi?gid=4172&puid=38895
Bunco,Specialty Sales Company,"March, 1932",1,ME,,https://www.ipdb.org/machine.cgi?gid=3672&puid=38895
Bunnyboard,Marble Games Company,"November, 1931",1,ME,,https://www.ipdb.org/machine.cgi?gid=407&puid=38895
Burlesk,V. P. Distributing Company,1944,1,EM,,https://www.ipdb.org/machine.cgi?gid=5063&puid=38895
Bus Stop,Maquinas Recreativas Sociedad Anonima,,1,EM,,https://www.ipdb.org/machine.cgi?gid=4876&puid=38895
Bus Stop,Bally Manufacturing Corporation,"December, 1964",2,EM,Travel,https://www.ipdb.org/machine.cgi?gid=408&puid=38895
Bush-League,D. Gottlieb & Company,"July, 1951",1,EM,Sports - Baseball,https://www.ipdb.org/machine.cgi?gid=3759&puid=38895
Bushido,Industria (Electromec†nica) de Recreativos S.A,1993,4,SS,Japanese Culture - History,https://www.ipdb.org/machine.cgi?gid=4481&puid=38895
Bushwack,Advertising Posters Company,,,,Western,https://www.ipdb.org/machine.cgi?gid=5101&puid=38895
Buster Ball,Genco Manufacturing Company,"December, 1931",1,ME,,https://www.ipdb.org/machine.cgi?gid=409&puid=38895
Butterfly,Segasa d.b.a. Sonic,"November, 1977",4,EM,Fantasy,https://www.ipdb.org/machine.cgi?gid=410&puid=38895
Buttons,Exhibit Supply Company,"September, 1938",1,EM,,https://www.ipdb.org/machine.cgi?gid=411&puid=38895
Buttons,"Daval Mfg Company Incorporated, G.B.",1937,1,EM,,https://www.ipdb.org/machine.cgi?gid=412&puid=38895
Buttons and Bows,D. Gottlieb & Company,"March, 1949",1,EM,,https://www.ipdb.org/machine.cgi?gid=413&puid=38895
Buzzer,Rock-ola Manufacturing Corporation,1935,1,EM,,https://www.ipdb.org/machine.cgi?gid=3673&puid=38895
C.O.D.,Bally Manufacturing Corporation,"February, 1935",1,EM,,https://www.ipdb.org/machine.cgi?gid=621&puid=38895
C.O.D.,Bally Manufacturing Corporation,"November, 1939",1,EM,,https://www.ipdb.org/machine.cgi?gid=622&puid=38895
C.O.D.,Williams Manufacturing Company,11-Sep-53,1,EM,Glamour - Shopping - Women,https://www.ipdb.org/machine.cgi?gid=623&puid=38895
Cabana,United Manufacturing Company,"March, 1953",1,EM,,https://www.ipdb.org/machine.cgi?gid=414&puid=38895
Cabaret,"Williams Electronics, Incorporated","December, 1968",4,EM,Dancing - Happiness - Music - Nightlife - Singing,https://www.ipdb.org/machine.cgi?gid=415&puid=38895
Cabaret,Recreativos Franco,1975,1,EM,Music - Singing - Dancing,https://www.ipdb.org/machine.cgi?gid=5202&puid=38895
Cabin Fever,,2006,1,SS,Nature - Outdoors,https://www.ipdb.org/machine.cgi?gid=5186&puid=38895
Cactus Canyon,"Midway Manufacturing Company, a subsidiary of WMS Industries, Incorporated","October, 1998",4,SS,American West,https://www.ipdb.org/machine.cgi?gid=4445&puid=38895
Cactus Jack's,Premier Technology,"April, 1991",4,SS,Music - Singing - Dancing - Comedy - Country and Western,https://www.ipdb.org/machine.cgi?gid=416&puid=38895
Caddie,Playmatic,1970,1,EM,Sports - Golf,https://www.ipdb.org/machine.cgi?gid=417&puid=38895
Caddie,Playmatic,1975,1,EM,Sports - Golf,https://www.ipdb.org/machine.cgi?gid=4486&puid=38895
Cadet,Bingo Novelty Manufacturing Company,"March, 1932",1,ME,,https://www.ipdb.org/machine.cgi?gid=418&puid=38895
Cadet,Chicago Coin Machine Manufacturing Company,30-Jun-38,1,EM,,https://www.ipdb.org/machine.cgi?gid=419&puid=38895
Cadillac,Genco Manufacturing Company,"May, 1940",1,EM,,https://www.ipdb.org/machine.cgi?gid=420&puid=38895
Cadillac,Sullivan-Nolan Advertising Company [WWII Conversions Only],"June, 1942",1,EM,,https://www.ipdb.org/machine.cgi?gid=4795&puid=38895
"Calcio ""Italia"" (1st series)",Soc. Elettrogiochi,,2,EM,Sports - Soccer,https://www.ipdb.org/machine.cgi?gid=5505&puid=38895
"Calcio ""Italia"" (2nd series)",Soc. Elettrogiochi,1967,2,EM,Sports - Soccer,https://www.ipdb.org/machine.cgi?gid=4070&puid=38895
Calif. Express,Los Angeles Games Company,"June, 1935",1,EM,Railroads - Trains - Transportation - Travel,https://www.ipdb.org/machine.cgi?gid=3674&puid=38895
California,Splin S.A.,,1,SS,,https://www.ipdb.org/machine.cgi?gid=6163&puid=38895
Camel Caravan,Genco Manufacturing Company,30-Jun-49,1,EM,Transportation - World Places,https://www.ipdb.org/machine.cgi?gid=421&puid=38895
Camel Lights,"Game Plan, Incorporated","May, 1978",4,SS,Licensed Theme,https://www.ipdb.org/machine.cgi?gid=3675&puid=38895
Camelot,Bally Manufacturing Corporation,"February, 1970",4,EM,Historical - Knights - Medieval,https://www.ipdb.org/machine.cgi?gid=422&puid=38895
Camilo Pardo,,,,,,https://www.ipdb.org/machine.cgi?gid=6101&puid=38895
Campidoglio,Splin S.A.,,1,SS,,https://www.ipdb.org/machine.cgi?gid=5873&puid=38895
Campus,Exhibit Supply Company,"February, 1950",1,EM,,https://www.ipdb.org/machine.cgi?gid=423&puid=38895
Campus Queen,Bally Manufacturing Corporation,"August, 1966",4,EM,College - Education - School,https://www.ipdb.org/machine.cgi?gid=424&puid=38895
Can Can,Williams Manufacturing Company,"August, 1955",1,EM,Dancing - Music - Women,https://www.ipdb.org/machine.cgi?gid=3815&puid=38895
Can Can,Maquinas Recreativas Sociedad Anonima,1964,1,EM,Dancing - Music - Women,https://www.ipdb.org/machine.cgi?gid=5808&puid=38895
Can-Can,Bally Manufacturing Corporation,,1,EM,,https://www.ipdb.org/machine.cgi?gid=425&puid=38895
Canada Dry,D. Gottlieb & Company,"December, 1976",4,EM,Licensed Theme,https://www.ipdb.org/machine.cgi?gid=426&puid=38895
Canasta,Genco Manufacturing Company,16-Jun-50,1,EM,Playing Cards - Canasta,https://www.ipdb.org/machine.cgi?gid=427&puid=38895
Canasta 86,Industria (Electromec†nica) de Recreativos S.A,1986,4,SS,Sports - Basketball,https://www.ipdb.org/machine.cgi?gid=4097&puid=38895
Cannes,Segasa,"June, 1976",4,EM,World Places - Water Sports - Happiness - Recreation - Water Skiing - Swimming,https://www.ipdb.org/machine.cgi?gid=428&puid=38895
Cannon Ball,Earl & Koehler Manufacturing Company,"February, 1934",1,EM,,https://www.ipdb.org/machine.cgi?gid=6062&puid=38895
Cannon Fire,Shyvers Coin Automatic Machine Company,"July, 1934",1,EM,,https://www.ipdb.org/machine.cgi?gid=429&puid=38895
Cannon Fire,Shyvers Manufacturing Company,"August, 1935",1,EM,,https://www.ipdb.org/machine.cgi?gid=4251&puid=38895
Cannon Fire (Big),Mills Novelty Company,"November, 1934",1,EM,,https://www.ipdb.org/machine.cgi?gid=6346&puid=38895
Cannon Fire (Standard),Mills Novelty Company,"February, 1935",1,EM,,https://www.ipdb.org/machine.cgi?gid=430&puid=38895
Cannon Fire Jr.,Mills Novelty Company,"November, 1934",1,EM,,https://www.ipdb.org/machine.cgi?gid=4970&puid=38895
Cannon Fire Jr.,Shyvers Coin Automatic Machine Company,"July, 1934",1,EM,,https://www.ipdb.org/machine.cgi?gid=4971&puid=38895
Cannon Fire Jr.,Shyvers Manufacturing Company,"August, 1935",1,EM,,https://www.ipdb.org/machine.cgi?gid=4973&puid=38895
Cannon Lagoon,"Multimorphic, Inc.",28-Jul-17,1,SS,Adventure - Pirates,https://www.ipdb.org/machine.cgi?gid=6450&puid=38895
Cantabria,Unknown Manufacturer,,1,ME,,https://www.ipdb.org/machine.cgi?gid=6407&puid=38895
Cape May,Bally Manufacturing Corporation,1956,1,EM,,https://www.ipdb.org/machine.cgi?gid=4855&puid=38895
Capersville,Bally Manufacturing Corporation,"December, 1966",4,EM,Fantasy,https://www.ipdb.org/machine.cgi?gid=431&puid=38895
Capitol,Unknown Manufacturer,"August, 1932",1,ME,Government,https://www.ipdb.org/machine.cgi?gid=6306&puid=38895
Capitole,Unknown Manufacturer,,1,ME,,https://www.ipdb.org/machine.cgi?gid=6144&puid=38895
Capri,"F†brica de Aparatos Electro Mec†nicos Recreativos, S.L",,1,EM,World Places,https://www.ipdb.org/machine.cgi?gid=4602&puid=38895
Capri,Chicago Coin Machine Manufacturing Company,"August, 1956",1,EM,,https://www.ipdb.org/machine.cgi?gid=432&puid=38895
Capt. Card,D. Gottlieb & Company,"May, 1974",1,EM,,https://www.ipdb.org/machine.cgi?gid=433&puid=38895
Capt. Fantastic and The Brown Dirt Cowboy,Bally Manufacturing Corporation,"June, 1976",4,EM,Celebrities - Fictional - Licensed Theme,https://www.ipdb.org/machine.cgi?gid=438&puid=38895
Captain Fantastic & The Brown Dirt Cowboy,Bally Manufacturing Corporation,1977,4,SS,Celebrities - Fictional - Licensed Theme,https://www.ipdb.org/machine.cgi?gid=439&puid=38895
Captain Hook,"Game Plan, Incorporated","April, 1985",4,SS,Fictional - Pirates,https://www.ipdb.org/machine.cgi?gid=434&puid=38895
Captain Kidd,A.B.T. Manufacturing Company,"March, 1936",1,EM,Historical - Pirates,https://www.ipdb.org/machine.cgi?gid=435&puid=38895
Captain Kidd,Genco Manufacturing Company,"May, 1941",1,EM,Historical - Pirates,https://www.ipdb.org/machine.cgi?gid=436&puid=38895
Captain Kidd,D. Gottlieb & Company,"July, 1960",2,EM,Historical - Pirates,https://www.ipdb.org/machine.cgi?gid=437&puid=38895
Captain Kidd,Iberomatic S.A.,,1,EM,Pirates,https://www.ipdb.org/machine.cgi?gid=4436&puid=38895
Captain Nemo,Quetzal Pinball,"June, 2015",4,SS,Fictional Characters,https://www.ipdb.org/machine.cgi?gid=6465&puid=38895
Car Hop,Premier Technology,"January, 1991",4,SS,,https://www.ipdb.org/machine.cgi?gid=3676&puid=38895
Car Toon Racin',"Skee-Ball, Inc.",,2,SS,Sports - Auto Racing,https://www.ipdb.org/machine.cgi?gid=5545&puid=38895
Caravan,United Manufacturing Company,"February, 1956",1,EM,,https://www.ipdb.org/machine.cgi?gid=441&puid=38895
Caravan,Williams Manufacturing Company,27-Jun-52,1,EM,,https://www.ipdb.org/machine.cgi?gid=442&puid=38895
Caravan,Genco Manufacturing Company,"August, 1949",1,EM,,https://www.ipdb.org/machine.cgi?gid=443&puid=38895
Caravan,Playmatic,1968,1,EM,,https://www.ipdb.org/machine.cgi?gid=4034&puid=38895
Caravan Gold,Ripepi,,1,EM,American West - Transportation - Travel - Wagon Train,https://www.ipdb.org/machine.cgi?gid=5943&puid=38895
Caravelle,Williams Electronic Manufacturing Company,3-Feb-61,4,EM,World Places,https://www.ipdb.org/machine.cgi?gid=444&puid=38895
Card Castle,Nordamatic,1977,1,EM,Cards/Gambling,https://www.ipdb.org/machine.cgi?gid=3677&puid=38895
Card King,D. Gottlieb & Company,"August, 1971",1,EM,Playing Cards,https://www.ipdb.org/machine.cgi?gid=445&puid=38895
Card King,Renato Montanari Giochi,,1,EM,Playing Cards,https://www.ipdb.org/machine.cgi?gid=5214&puid=38895
Card King,Emmepi,,1,EM,Playing Cards,https://www.ipdb.org/machine.cgi?gid=6423&puid=38895
Card Trix,D. Gottlieb & Company,"April, 1970",1,EM,College Life - Happiness - Music - Playing Cards,https://www.ipdb.org/machine.cgi?gid=446&puid=38895
Card Trix,D. Gottlieb & Company,"April, 1970",1,EM,College Life - Happiness - Music - Playing Cards,https://www.ipdb.org/machine.cgi?gid=3748&puid=38895
Card Whiz,D. Gottlieb & Company,"July, 1976",2,EM,Cards/Gambling,https://www.ipdb.org/machine.cgi?gid=447&puid=38895
Card Whiz,Europlay,"June, 1976",1,EM,Cards/Gambling,https://www.ipdb.org/machine.cgi?gid=4844&puid=38895
Cargo,Genco Manufacturing Company,"November, 1937",1,EM,Hard Hat Diving - Mythology - Nautical - Treasure,https://www.ipdb.org/machine.cgi?gid=448&puid=38895
Caribbean,United Manufacturing Company,"May, 1948",1,EM,,https://www.ipdb.org/machine.cgi?gid=449&puid=38895
Caribbean Cruise,International Concepts,1989,4,SS,Travel,https://www.ipdb.org/machine.cgi?gid=3003&puid=38895
Carioca,Western Equipment & Supply Company,"June, 1935",1,EM,Dancing - Happiness - Music,https://www.ipdb.org/machine.cgi?gid=3678&puid=38895
Carioca Beach,John Gille Company,,1,SS,World Places,https://www.ipdb.org/machine.cgi?gid=5077&puid=38895
Carnaval,Unknown Manufacturer,,1,SS,Carnival - Celebration,https://www.ipdb.org/machine.cgi?gid=5953&puid=38895
Carnaval,Alben,1960,2,EM,Circus/Carnival,https://www.ipdb.org/machine.cgi?gid=3000&puid=38895
Carnival,Bally Manufacturing Corporation,,2,EM,Circus/Carnival,https://www.ipdb.org/machine.cgi?gid=450&puid=38895
Carnival,"Sega Enterprises, Ltd.",1971,1,EM,Amusement Park - Carnival - Ferris Wheels,https://www.ipdb.org/machine.cgi?gid=451&puid=38895
Carnival,Playmatic,"May, 1977",2,EM,Carnival - Festivity - Dancing - Happiness,https://www.ipdb.org/machine.cgi?gid=453&puid=38895
Carnival,Marvel Manufacturing Company,"February, 1947",1,EM,,https://www.ipdb.org/machine.cgi?gid=454&puid=38895
Carnival,Bally Manufacturing Corporation,,1,EM,Circus/Carnival - Celebration ? Happiness,https://www.ipdb.org/machine.cgi?gid=455&puid=38895
Carnival,Genco Manufacturing Company,"July, 1937",1,EM,Circus/Carnival,https://www.ipdb.org/machine.cgi?gid=3679&puid=38895
Carnival Pinball Game,Unknown Manufacturer,,1,EM,,https://www.ipdb.org/machine.cgi?gid=5803&puid=38895
Carnival Queen,Bally Manufacturing Corporation,,1,EM,Carnival - Happiness,https://www.ipdb.org/machine.cgi?gid=456&puid=38895
Carnival Rifle,Chicago Coin Machine Manufacturing Company,"May, 1968",1,EM,Circus/Carnival,https://www.ipdb.org/machine.cgi?gid=6486&puid=38895
Carnival Target Gallery,Midway Manufacturing Company,1963,1,EM,Circus/Carnival,https://www.ipdb.org/machine.cgi?gid=452&puid=38895
Carolina,United Manufacturing Company,"March, 1949",1,EM,American Places,https://www.ipdb.org/machine.cgi?gid=457&puid=38895
Carom,Bally Manufacturing Corporation,"January, 1937",1,EM,,https://www.ipdb.org/machine.cgi?gid=458&puid=38895
Carom Junior,Bally Manufacturing Corporation,"February, 1937",1,EM,,https://www.ipdb.org/machine.cgi?gid=3002&puid=38895
Carombolette Table,Unknown Manufacturer,,4,ME,,https://www.ipdb.org/machine.cgi?gid=6104&puid=38895
Carousel,J. H. Keeney and Company Incorporated,"May, 1947",1,EM,Happiness - Circus/Carnival,https://www.ipdb.org/machine.cgi?gid=459&puid=38895
Carreras de Automoviles,Billares Quevedo,,2,EM,Sports - Auto Racing,https://www.ipdb.org/machine.cgi?gid=6234&puid=38895
Carrousel,SIRMO Games S.A.,,1,SS,,https://www.ipdb.org/machine.cgi?gid=5832&puid=38895
Carrusel,Maquinas Recreativas Sociedad Anonima,1967,1,EM,Amusement Park - Carnival - Roller Coasters,https://www.ipdb.org/machine.cgi?gid=4364&puid=38895
Casablanca,Bell Products Company,"March, 1945",1,EM,,https://www.ipdb.org/machine.cgi?gid=3874&puid=38895
Casanova,Williams Electronic Manufacturing Company,22-Nov-66,2,EM,Historical Characters - Romance,https://www.ipdb.org/machine.cgi?gid=460&puid=38895
Casba,Acme Coin Machine Manufacturing Company,"January, 1948",1,EM,,https://www.ipdb.org/machine.cgi?gid=461&puid=38895
Casbah,Segasa,1972,1,EM,,https://www.ipdb.org/machine.cgi?gid=462&puid=38895
Cash and Carry,Field Manufacturing Corporation,"July, 1932",1,,,https://www.ipdb.org/machine.cgi?gid=5769&puid=38895
Cash and Carry 600,Field Manufacturing Corporation,"July, 1932",1,ME,,https://www.ipdb.org/machine.cgi?gid=5462&puid=38895
Casino,Sicking Manufacturing Company,"April, 1932",1,ME,,https://www.ipdb.org/machine.cgi?gid=4842&puid=38895
Casino,Williams Manufacturing Company,20-Aug-58,1,EM,Cards/Gambling,https://www.ipdb.org/machine.cgi?gid=463&puid=38895
Casino,Chicago Coin Machine Manufacturing Company,8-Jun-72,4,EM,Show Business,https://www.ipdb.org/machine.cgi?gid=466&puid=38895
Casino,Elettrocoin,1965,1,EM,,https://www.ipdb.org/machine.cgi?gid=3964&puid=38895
Casino 2000,Bill Port,1977,1,EM,,https://www.ipdb.org/machine.cgi?gid=4676&puid=38895
Casino Golf,Unknown Manufacturer,,1,EM,Sports - Golf,https://www.ipdb.org/machine.cgi?gid=6297&puid=38895
Casino Royal,Unknown Manufacturer,,1,EM,Gambling,https://www.ipdb.org/machine.cgi?gid=5996&puid=38895
Casino Royale,Segasa,"January, 1976",4,EM,Gambling,https://www.ipdb.org/machine.cgi?gid=467&puid=38895
Castle Lite,Exhibit Supply Company,"March, 1935",1,EM,Medieval,https://www.ipdb.org/machine.cgi?gid=468&puid=38895
