Name,Orig Name,IPDB ID,Manufacturer,Date Manufactured,Players,Type,Theme
Jet Spin,Jet Spin,1290,"D. Gottlieb & Company, a Columbia Pictures Industries Company","August, 1977",4,EM,Fantasy - Recreation
Jet Surf,Jet Surf,5490,Rowamet Ind˙stria Eletrometal˙rgica LTDA,,2,,Fantasy - Recreation
Jig Joy,Jig Joy,3175,Rock-ola Manufacturing Corporation,"December, 1937",1,EM,
Jig Saw,Jig Saw,1291,Williams Manufacturing Company,20-Nov-57,1,EM,
Jig-alo Electro-Ball,Jig-alo Electro-Ball,1294,Electro-Ball Company,"December, 1932",1,EM,
Jiggers (Jr),Jiggers (Jr),1292,Genco Manufacturing Company,"October, 1932",1,ME,
Jiggers (Sr),Jiggers (Sr),1293,Genco Manufacturing Company,"December, 1932",1,ME,
Jiggilo,Jiggilo,4548,Ace Novelty Company,"January, 1933",1,ME,
Jiggilo,Jiggilo,5387,Colonial Specialties Company,"December, 1932",1,ME,
Jiggilo,Jiggilo,5390,Ace Novelty Company,"December, 1932",1,ME,
Jimmy Valentine,Jimmy Valentine,3177,Scientific Machine Corporation,"January, 1936",1,EM,Fictional Characters
Jitter-Bug,Jitter-Bug,1296,Genco Manufacturing Company,"September, 1938",1,EM,Happiness - Music - Dancing - Singing
Jitters,Jitters,1297,Western Equipment & Supply Company,"July, 1936",1,EM,
Jive Time,Jive Time,1298,"Williams Electronics, Incorporated",29-Apr-70,1,EM,Music - Singing
Jockey Club,Jockey Club,1299,Bally Manufacturing Corporation,"September, 1947",1,EM,Sports - Horse Racing
Jockey Club,Jockey Club,1300,A.B.C. Coin Machine Company,"February, 1933",1,ME,
Jockey Club,Jockey Club,1301,Bally Manufacturing Corporation,"April, 1941",1,EM,Sports - Horse Racing
Jockey Club,Jockey Club,1302,D. Gottlieb & Company,"April, 1954",1,EM,Sports - Horse Racing
Jockey Club,Jockey Club,3178,Standard Manufacturing Company,"January, 1933",1,ME,Horse Racing
Jockey Club,Jockey Club,4239,Exhibit Supply Company,"June, 1935",1,EM,Sports - Horse Racing
Jockey Club,Jockey Club,5692,Electro-Ball Company,1935,1,EM,Sports - Horse Racing
Jockey Special,Jockey Special,1303,Bally Manufacturing Corporation,"September, 1947",1,EM,Sports - Horse Racing
"Joel Silver, The Pinball","Joel Silver, The Pinball",4348,"Data East Pinball, Incorporated",11-Feb-91,4,SS,
Johnny Mnemonic,Johnny Mnemonic,3683,"Williams Electronics Games, Incorporated, a subsidiary of WMS Ind., Incorporated",8-Aug-95,4,SS,Celebrities - Fictional - Licensed Theme
Joker,Joker,1304,D. Gottlieb & Company,"November, 1950",1,EM,Playing Cards - Poker
Joker,Joker,1305,Playmatic,1974,4,EM,Playing Cards
Joker,Joker,3179,Bally Manufacturing Corporation,,4,EM,Fun Park
Joker,Joker,6466,Playmatic,1974,1,EM,Playing Cards
Joker Ball,Joker Ball,5561,Midway Manufacturing Company,,1,EM,Playing Cards
Joker Poker,Joker Poker,5078,"D. Gottlieb & Company, a Columbia Pictures Industries Company","June, 1978",4,EM,Cards/Gambling
Joker Poker,Joker Poker,1306,"D. Gottlieb & Company, a Columbia Pictures Industries Company","June, 1978",4,SS,Cards/Gambling
Joker Wild,Joker Wild,3573,Bally Manufacturing Corporation,,1,EM,
Joker's Wild,Joker's Wild,1307,Venture Line,1978,4,SS,
Joker's Wild,Joker's Wild,3181,Midway Manufacturing Company,12-Feb-60,1,EM,Playing Cards
Joker's Wild,Joker's Wild,3182,Segasa d.b.a. Sonic,"October, 1977",4,EM,American West - Cards/Gambling
Jokers & Ladders One Ball,Jokers & Ladders One Ball,5849,SIRMO Games S.A.,,1,SS,
Jokerz!,Jokerz!,1308,"Williams Electronics Games, Incorporated, a subsidiary of WMS Ind., Incorporated","December, 1988",4,SS,Cards/Gambling
Jolly,Jolly,1309,Chicago Coin Machine Manufacturing Company,29-Mar-40,1,EM,
Jolly Joker,Jolly Joker,1310,Williams Manufacturing Company,17-Aug-55,1,EM,Playing Cards
Jolly Joker,Jolly Joker,1311,United Manufacturing Company,"November, 1955",1,EM,
Jolly Joker,Jolly Joker,4113,Mondialmatic,1979,1,EM,Playing Cards
Jolly Jokers,Jolly Jokers,1312,Williams Electronic Manufacturing Company,2-Jan-62,1,EM,
Jolly Marble,Jolly Marble,5359,Unknown Manufacturer,,1,ME,
Jolly Park,Jolly Park,4618,Spinball S.A.L.,1996,4,SS,Amusement Park
Jolly Ride,Jolly Ride,5085,Playmatic,1974,1,EM,Amusement Park - Roller Coasters
Jolly Ride,Jolly Ride,1313,Playmatic,1974,4,EM,Amusement Park - Roller Coasters
Jolly Roger,Jolly Roger,1314,"Williams Electronics, Incorporated",20-Dec-67,4,EM,Historical - Pirates
Jolly Roger,Jolly Roger,5862,Creative Products,,,SS,Historical - Pirates
Joly Captain,Joly Captain,3183,Rally a.k.a. Rally Play Company,1965,2,EM,Sports - Water Sports
Jostle,Jostle,1315,Royal Novelty Company,"October, 1931",1,ME,
Jostle,Jostle,5403,Unknown Manufacturer,,1,ME,
Joust,Joust,1316,"Williams Electronics, Incorporated","April, 1983",2,SS,
Joust,Joust,1317,Bally Manufacturing Corporation,"September, 1969",2,EM,Historical
Joy Game,Joy Game,3185,"The Ad-Lee Company, Incorporated","April, 1932",1,ME,
Joyball,Joyball,1319,Richard Manufacturing Company,"June, 1932",1,ME,
Jubilee,Jubilee,1320,D. Gottlieb & Company,"May, 1955",4,EM,
Jubilee,Jubilee,1321,"Williams Electronics, Incorporated",29-Jun-73,4,EM,Historical
Jubilee,Jubilee,5856,Williams Manufacturing Company,1954,1,EM,Music
Judge Dredd,Judge Dredd,1322,"Midway Manufacturing Company, a subsidiary of WMS Industries, Incorporated","September, 1993",4,SS,Fictional - Licensed Theme
Judy,Judy,3186,Exhibit Supply Company,"July, 1950",1,EM,Girls/Women
Juggle Ball,Juggle Ball,1323,Rock-ola Manufacturing Corporation,"September, 1932",1,ME,
Juke Box,Juke Box,1324,Chicago Coin Machine Manufacturing Company,"September, 1976",4,EM,Music - Dancing
Jumaci,Jumaci,4626,Jumaci S.L.,,1,EM,
Jumbo,Jumbo,1325,Bally Manufacturing Corporation,,1,EM,
Jumbo,Jumbo,4170,Bally Manufacturing Corporation,,1,EM,
Jumbo,Jumbo,4332,Nate Schneller Incorporated,,1,,
"Jumbo, Jr.","Jumbo, Jr.",3769,D. Gottlieb & Company,2-Feb-57,,EM,
Jump Shot,Jump Shot,3745,D. Gottlieb & Company,"January, 1972",1,EM,
Jumper,Jumper,1327,Exhibit Supply Company,"December, 1939",1,EM,Sports - Fox Hunting - Horses
Jumpin' Jack's,Jumpin' Jack's,1328,Williams Electronic Manufacturing Company,10-Apr-63,2,EM,Happiness - Circus/Carnival
Jumpin' Jacks,Jumpin' Jacks,1330,Genco Manufacturing Company,"October, 1952",1,EM,
Jumping Jack,Jumping Jack,1329,D. Gottlieb & Company,"May, 1973",2,EM,
Jumping Jack,Jumping Jack,5815,Maquinas Recreativas Sociedad Anonima,,1,EM,
Jungle,Jungle,4800,Genco Manufacturing Company,"September, 1941",1,EM,African Jungle - Animals
Jungle,Jungle,1331,Williams Electronic Manufacturing Company,11-Jul-60,1,EM,Hunting - Safari
Jungle,Jungle,1332,D. Gottlieb & Company,"September, 1972",4,EM,Fantasy
Jungle,Jungle,1333,Genco Manufacturing Company,"May, 1938",1,EM,Fantasy
Jungle Africa,Jungle Africa,4915,Lindstrom Tool and Toy Company,1934,1,ME,African Jungle
Jungle Drum,Jungle Drum,5959,Bally Manufacturing Corporation,1947,1,EM,Foreign People
Jungle Drums,Jungle Drums,1335,"Williams Electronics, Incorporated","November, 1971",1,EM,Sports - Hunting - Safari
Jungle Gun,Jungle Gun,6362,United Manufacturing Company,"July, 1954",1,EM,Sports - Hunting - Safari
Jungle Hunt,Jungle Hunt,1341,Exhibit Supply Company,"June, 1935",1,EM,
Jungle Hunt,Jungle Hunt,4220,D. Gottlieb & Company,"February, 1935",1,ME,
Jungle King,Jungle King,1336,D. Gottlieb & Company,"May, 1973",1,EM,Jungle
Jungle King,Jungle King,4780,Renato Montanari Giochi,1973,1,EM,
Jungle Life,Jungle Life,5266,Unknown Manufacturer,,1,EM,Jungle
Jungle Life,Jungle Life,1337,D. Gottlieb & Company,"December, 1972",1,EM,Jungle
Jungle Lord,Jungle Lord,1338,"Williams Electronics, Incorporated","February, 1981",4,SS,Fantasy
Jungle Princess,Jungle Princess,1339,"D. Gottlieb & Company, a Columbia Pictures Industries Company","August, 1977",2,EM,Fantasy
Jungle Queen,Jungle Queen,1340,"D. Gottlieb & Company, a Columbia Pictures Industries Company","July, 1977",4,EM,Fantasy
Jungle Queen,Jungle Queen,4943,Pinball Shop,1985,4,SS,Adventure
Junior,Junior,1342,Genco Manufacturing Company,"November, 1937",1,EM,
Junior,Junior,4260,"G. M. Laboratories, Incorporated","October, 1935",1,ME,
Junior League Bat-A-Ball,Junior League Bat-A-Ball,4675,American Amusement Company,1946,1,ME,Sports - Baseball
Junk Yard,Junk Yard,4014,"Williams Electronics Games, Incorporated, a subsidiary of WMS Ind., Incorporated","December, 1996",4,SS,Fantasy
Jupiter,Jupiter,5159,Unknown Manufacturer,,1,EM,Mythology
Jurassic Park,Jurassic Park,1343,"Data East Pinball, Incorporated",26-Apr-93,4,SS,Fantasy - Licensed Theme
Just 21,Just 21,1344,D. Gottlieb & Company,"January, 1950",1,EM,Girls/Women
Just-Rite Monarch,Just-Rite Monarch,4772,Tennyson Manufacturing Company,"March, 1935",1,EM,
Justice,Justice,1345,Peo Manufacturing Corporation,"January, 1936",1,EM,
K. C. Jones,K. C. Jones,1399,D. Gottlieb & Company,"November, 1949",1,EM,Trains
K.O.,K.O.,5587,Superior Manufacturing Company,1933,1,,
K.O.,K.O.,5588,Superior Amusement Company,"April, 1934",1,,
Kabuki,Kabuki,4537,"Data East Pinball, Incorporated",,4,SS,Kabuki
Kansas,Kansas,5916,Maquinas Recreativas Sociedad Anonima,,1,EM,American West
Karate Fight,Karate Fight,4663,Bally Midway Manufacturing Company,"June, 1986",4,SS,Sports - Martial Arts
Karate Fight,Karate Fight,1346,Bally Wulff,"June, 1986",4,SS,Sports - Martial Arts
Kardtainer,Kardtainer,1347,K-T Manufacturing Company,"May, 1932",2,ME,
Karom Golf,Karom Golf,1348,Karom Golf Table Corporation,"March, 1931",1,ME,Sports - Golfing
Karting,Karting,3188,Rally a.k.a. Rally Play Company,1962,2,EM,Go Karts - Racing
Kasandra,Kasandra,5529,Sigma,,1,,Mythology
KAY-JOR No.132,KAY-JOR No.132,5898,The Hoge Mfg. Co. Inc.,,1,ME,
Keen Ball,Keen Ball,1349,Keeney and Sons,"February, 1932",1,ME,
Keen Ball Jackpot,Keen Ball Jackpot,3189,Miller Cabinet Company,"June, 1932",1,ME,
Keen-A-Ball,Keen-A-Ball,1350,D. Gottlieb & Company,"September, 1939",1,EM,
Keen-O,Keen-O,3190,J. H. Keeney and Company Incorporated,"May, 1937",1,EM,
Keep 'Em Flying,Keep 'Em Flying,3191,D. Gottlieb & Company,"February, 1942",1,EM,Aviation - Combat - Military - Historical - Wartime - World War II - Patriotic
Kelly Pool (Junior),Kelly Pool (Junior),5161,D. Gottlieb & Company,"May, 1935",1,EM,Billiards
Kelly Pool (Senior),Kelly Pool (Senior),1351,D. Gottlieb & Company,"April, 1935",1,EM,Billiards
Keno,Keno,5503,Unknown Manufacturer,,1,ME,
Kentucky,Kentucky,1352,Bally Manufacturing Corporation,,1,EM,Sports - Horse Racing
Kentucky,Kentucky,1353,Bally Manufacturing Corporation,16-Jan-41,1,EM,Sports - Horse Racing
Kentucky Derby,Kentucky Derby,1354,O. D. Jennings and Company,1936,1,EM,
Kentucky Derby,Kentucky Derby,5420,Unknown Manufacturer,,2,EM,Sports - Horse Racing
Kentucky Derby Winners,Kentucky Derby Winners,1355,O. D. Jennings and Company,"August, 1935",1,EM,Sports - Horse Racing
Kentucky Star,Kentucky Star,1356,Bally Manufacturing Corporation,,1,EM,
Keops,Keops,4091,Industria (Electromec·nica) de Recreativos S.A,1976,1,EM,Egyptology
Kew Pin Golf Table,Kew Pin Golf Table,1357,Karom Golf Table Corporation,"June, 1931",1,ME,Sports - Golfing
Kew-Pin-Ball,Kew-Pin-Ball,1359,C. D. Fairchild Amusement Machine Corporation,"May, 1931",4,ME,Billiards
Kewpie Doll,Kewpie Doll,1358,D. Gottlieb & Company,"October, 1960",1,EM,Carnival - Shooting Gallery
Key Lite,Key Lite,1361,Bally Manufacturing Corporation,"February, 1939",1,EM,
Key West,Key West,1360,Bally Manufacturing Corporation,,1,EM,Beach - Happiness - Recreation - Swimming - Water - Women
Khalifa,Khalifa,5667,Renov' Automatic - Jolux,,4,EM,Historical People
Kick In,Kick In,4741,C. E. Hoagland,"July, 1935",1,EM,
Kick Off,Kick Off,4733,Shyvers Coin Automatic Machine Company,"July, 1934",1,EM,
Kick Off,Kick Off,6519,Bally Manufacturing Corporation,,4,SS,Sports - Soccer
Kick Off,Kick Off,1365,Bally Manufacturing Corporation,"June, 1977",4,EM,Sports - Soccer
Kick-Back,Kick-Back,4798,Joseph Schneider Incorporated,"July, 1935",1,ME,
Kick-Back (Electric),Kick-Back (Electric),4797,Joseph Schneider Incorporated,,1,EM,
Kick-Off,Kick-Off,3192,Williams Manufacturing Company,20-Mar-58,1,EM,Sports - Football
Kicker,Kicker,1363,Chicago Coin Machine Manufacturing Company,"August, 1966",1,EM,Sports - Soccer - Futbol
Kicker,Kicker,1364,"D. Gottlieb & Company, a Columbia Pictures Industries Company","February, 1977",1,EM,Sports - Football - Futbol - Soccer
Kicker,Kicker,4738,Donald E Hooker,"July, 1934",1,EM,
Kicker (Italy),Kicker (Italy),6296,Chicago Coin Machine Manufacturing Company,,1,EM,Sports - Soccer - Futbol
Kickers,Kickers,3193,Shyvers Manufacturing Company,"August, 1937",1,EM,
Kickoff,Kickoff,1362,"Williams Electronics, Incorporated",5-Dec-67,1,EM,Sports - Football
Kill Shot,Kill Shot,5878,"Data East Pinball, Incorporated",,,,
Kilroy,Kilroy,1366,Chicago Coin Machine Manufacturing Company,9-Jan-47,1,EM,Military Folklore
King,King,4744,King Products Company,"March, 1935",1,EM,
King Arthur and his Round Table,King Arthur and his Round Table,1367,D. Gottlieb & Company,"October, 1949",1,EM,Historical - Knights
King Ball,King Ball,1368,King Game Factories,"May, 1932",1,ME,
King Ball,King Ball,4365,Maquinas Recreativas Sociedad Anonima,1967,1,EM,Billiards
King Ball,King Ball,4646,Maquinas Recreativas Sociedad Anonima,1960,1,EM,
King Fish,King Fish,1370,Genco Manufacturing Company,"August, 1935",1,EM,Fish
King Game,King Game,4390,Procedimientos ElectromagnÈticos de Tanteo y Color,1974,1,EM,
King Kong,King Kong,3194,"Data East Pinball, Incorporated","April, 1990",4,SS,Fictional Characters
King Kong,King Kong,5894,LTD do Brasil Diversıes EletrÙnicas Ltda,,2,SS,Fictional Characters
King Kool,King Kool,1371,D. Gottlieb & Company,"June, 1972",2,EM,Happiness - Music
King of Diamonds,King of Diamonds,1372,D. Gottlieb & Company,"January, 1967",1,EM,Cards/Gambling
King of Diamonds,King of Diamonds,5239,Retro Pinball LLC,2010,4,SS,Cards/Gambling
King of Swat,King of Swat,3195,Williams Manufacturing Company,"May, 1955",1,EM,Sports - Baseball
King Pin,King Pin,1373,Chicago Coin Machine Manufacturing Company,"December, 1951",1,EM,Sports - Bowling
King Pin,King Pin,1374,D. Gottlieb & Company,"November, 1973",1,EM,Sports - Bowling
King Pin,King Pin,1375,Williams Electronic Manufacturing Company,7-Sep-62,1,EM,Sports - Bowling
King Pin,King Pin,3983,Pace Manufacturing Company Incorporated,"February, 1932",1,ME,
King Pin,King Pin,5917,Maquinas Recreativas Sociedad Anonima,,1,EM,Sports - Bowling
King Pin,King Pin,6175,Pace Manufacturing Company Incorporated,1938,7,EM,Sports - Horse Racing
King Pin,King Pin,6516,,,,,Gangsters
King Rex,King Rex,1376,Bally Manufacturing Corporation,"January, 1970",1,EM,Egyptology
King Rock,King Rock,1377,D. Gottlieb & Company,"April, 1972",4,EM,Happiness - Music
King Tut,King Tut,1378,Bally Manufacturing Corporation,"December, 1969",1,EM,Egyptology - Historical
King Tut,King Tut,3957,Richard Manufacturing Company,"October, 1932",1,ME,Egyptology - Historical
Kingdom,Kingdom,5168,J. Esteban,,4,EM,Myth and Legend
Kingpin,Kingpin,4000,"Capcom Coin-Op, Incorporated","December, 1996",4,SS,Cops - Mobsters
Kings,Kings,1379,Genco Manufacturing Company,"April, 1935",1,EM,
Kings,Kings,1380,Williams Manufacturing Company,20-Sep-57,1,EM,Cards/Gambling
Kings & Queens,Kings & Queens,1381,D. Gottlieb & Company,"March, 1965",1,EM,Cards/Gambling
Kings of Steel,Kings of Steel,1382,Bally Midway Manufacturing Company,"March, 1984",4,SS,Historical - Knights - Cards
Kings of the Road,Kings of the Road,5723,"Game Plan, Incorporated",,,SS,Car Culture
Kings of the Turf (First Model),Kings of the Turf (First Model),1383,H. C. Evans & Company,"February, 1935",1,EM,Sports - Horse Racing
Kings of the Turf (Light-Up Model),Kings of the Turf (Light-Up Model),4258,H. C. Evans & Company,"October, 1935",1,EM,Sports - Horse Racing
Kings of the Turf (Payout Model),Kings of the Turf (Payout Model),4253,H. C. Evans & Company,"September, 1935",1,EM,Sports - Horse Racing
Kings of the Turf (Second Model),Kings of the Turf (Second Model),4237,H. C. Evans & Company,"May, 1935",1,EM,Sports - Horse Racing
Kismet,Kismet,1384,P & S Machine Company,"July, 1945",1,EM,
Kismet,Kismet,1385,Williams Electronic Manufacturing Company,27-Nov-61,4,EM,
Kismet,Kismet,5223,Unknown Manufacturer,,1,ME,
Kiss,Kiss,5002,L & V Mambelli,,1,SS,
Kiss,Kiss,5143,Unknown Manufacturer,,,SS,
Kiss,Kiss,1386,Bally Manufacturing Corporation,"June, 1979",4,SS,Celebrities - Licensed
KISS (Limited Edition),KISS (Limited Edition),6267,"Stern Pinball, Incorporated","July, 2015",4,SS,Celebrities ñ Licensed - Music
KISS (Premium),KISS (Premium),6266,"Stern Pinball, Incorporated","July, 2015",4,SS,Celebrities ñ Licensed - Music
KISS (Pro),KISS (Pro),6265,"Stern Pinball, Incorporated","May, 2015",4,SS,Celebrities ñ Licensed - Music
Klever Lite,Klever Lite,4658,Genco Manufacturing Company,"February, 1935",1,EM,
Klick,Klick,3198,Genco Manufacturing Company,"November, 1938",1,EM,
Klondike,Klondike,1388,"Williams Electronics, Incorporated",23-Aug-71,1,EM,Canadian West
Klondike,Klondike,1389,Bally Manufacturing Corporation,"October, 1938",1,EM,
Knicker Bocker,Knicker Bocker,1390,Stoner Manufacturing Company,"March, 1934",1,,
Knickerbocker,Knickerbocker,3199,Chicago Coin Machine Manufacturing Company,13-Apr-34,1,ME,
Knock Out,Knock Out,1391,D. Gottlieb & Company,"December, 1950",1,EM,Sports - Boxing
Knock Out,Knock Out,6479,"Allied Leisure Industries, Incorporated",1974,2,SS,
Knock Out The Japs,Knock Out The Japs,3201,Victory Games,"October, 1942",1,EM,Wartime - Patriotic
Knock-Out Junior,Knock-Out Junior,5590,Superior Amusement Company,"July, 1934",1,,
Knock-Out Senior,Knock-Out Senior,5589,Superior Amusement Company,"June, 1934",1,,
KnocKnock,KnocKnock,5654,Osbrink Games Company,,1,EM,
Knockout,Knockout,6366,"D. Gottlieb & Company, a Columbia Pictures Industries Company",,1,SS,Sports - Boxing
Knockout,Knockout,1392,Bally Manufacturing Corporation,"April, 1975",2,EM,Sports - Boxing
Knockout,Knockout,1393,Exhibit Supply Company,"August, 1941",1,EM,Sports - Boxing
Knockout,Knockout,3200,Automatic Amusements Company,1935,1,EM,
Knockout Blow,Knockout Blow,5543,"Sega Enterprises, Ltd.","May, 1978",2,SS,Sports - Boxing
KnoKOut,KnoKOut,5270,Bensa,1974,1,EM,Sports - Boxing
Komet,Komet,4103,Treff Automaten,"October, 1954",1,EM,Space Age - Space Exploration - Outer Space
Kong Kong,Kong Kong,1394,American Mill and Manufacturing Company,20-Nov-31,1,ME,
Kontest Bomber,Kontest Bomber,4520,Gillispie Games Company,1946,1,EM,Aircraft - Airplanes - Aviation - Flying - Warfare
Kontest Poker,Kontest Poker,4521,Gillispie Games Company,1946,,EM,
Kow Tow,Kow Tow,3594,"Bay City Games, Incorporated","March, 1932",1,ME,
Krazy Komiks,Krazy Komiks,1395,Artists and Creators Guild Incorporated,"May, 1932",1,ME,Comics
Kriss-Kross,Kriss-Kross,1396,A & M Vending Machine Company,"September, 1932",1,ME,
Krull,Krull,1397,"D. Gottlieb & Company, a Columbia Pictures Industries Company","February, 1983",4,SS,Fantasy - Licensed Theme
Krull II,Krull II,5338,"Mylstar Electronics, Incorporated",,4,SS,Fantasy
Ku-Ku,Ku-Ku,1398,Universal Novelty Manufacturing Company,"October, 1932",1,ME,
Kue Ball,Kue Ball,6398,Unknown Manufacturer,1932,1,ME,
Kung Fu,Kung Fu,6425,JENSIgame S.E.,,1,,Sports - Martial Arts
Kuwait,Kuwait,5804,Maquinas Recreativas Sociedad Anonima,,,EM,
KZ-26,KZ-26,3202,Playmatic,1984,4,SS,Outer Space - Fantasy
L'Apero,L'Apero,6271,Unknown Manufacturer,,1,ME,
l'arlequin,l'arlequin,6131,Unknown Manufacturer,,1,ME,
L'Etoile,L'Etoile,5309,Lenoble,"April, 1934",1,ME,
L'Etoile,L'Etoile,6230,Unknown Manufacturer,,1,ME,
L'Hexagone,L'Hexagone,3903,Christian Automatic,"April, 1986",4,SS,
L'Hirondelle,L'Hirondelle,6461,Unknown Manufacturer,1933,1,ME,
La Comete,La Comete,6121,Unknown Manufacturer,,1,ME,Outer Space
La Retata,La Retata,4440,Geiger-Automatenbau GmbH,1992,4,SS,
La Tour de Paris,La Tour de Paris,5947,Bonzini et Sopransi,,1,ME,World Places
La Vie Parisienne,La Vie Parisienne,5196,Bally Manufacturing Corporation,16-Oct-79,4,SS,Entertainment - Happiness - Historical
Lady Death,Lady Death,3972,Geiger-Automatenbau GmbH,1983,4,SS,Fantasy - Vampires
Lady Luck,Lady Luck,1402,Bally Midway Manufacturing Company,"March, 1986",4,SS,Playing Cards - Poker
Lady Luck,Lady Luck,1403,D. Gottlieb & Company,"September, 1954",1,EM,
Lady Luck,Lady Luck,1404,"Williams Electronics, Incorporated",27-Mar-68,2,EM,Playing Cards - Gambling - Blackjack
