Name,AltName,Manufacturer,ManufacturerShort,Year,Players,Type,Theme,IPDBID
"Knock Out The Japs","","Victory Games","Victory Games","1942","1","EM","Wartime - Patriotic","3201"
"Knock-Out Junior","","Superior Amusement Company","Superior Amusement Company","1934","1","","","5590"
"Knock-Out Senior","","Superior Amusement Company","Superior Amusement Company","1934","1","","","5589"
"KnocKnock","","Osbrink Games Company","Osbrink Games Company","","1","EM","","5654"
"Knockout","","D. Gottlieb & Company, a Columbia Pictures Industries Company","Gottlieb","","1","SS","Sports - Boxing","6366"
"Knockout","","Bally Manufacturing Corporation","Bally","1975","2","EM","Sports - Boxing","1392"
"Knockout","","Exhibit Supply Company","Exhibit Supply Company","1941","1","EM","Sports - Boxing","1393"
"Knockout","","Automatic Amusements Company","Automatic Amusements Company","1935","1","EM","","3200"
"Knockout Blow","","Sega Enterprises, Ltd.","Sega","1978","2","SS","Sports - Boxing","5543"
"KnoKOut","","Bensa","Bensa","1974","1","EM","Sports - Boxing","5270"
"Komet","","Treff Automaten","Treff Automaten","1954","1","EM","Space Age - Space Exploration - Outer Space","4103"
"Kong Kong","","American Mill and Manufacturing Company","American Mill and Manufacturing Company","1931","1","ME","","1394"
"Kontest Bomber","","Gillispie Games Company","Gillispie Games Company","1946","1","EM","Aircraft - Airplanes - Aviation - Flying - Warfare","4520"
"Kontest Poker","","Gillispie Games Company","Gillispie Games Company","1946","","EM","","4521"
"Kow Tow","","Bay City Games, Incorporated","Bay City Games, Incorporated","1932","1","ME","","3594"
"Krazy Komiks","","Artists and Creators Guild Incorporated","Artists and Creators Guild Incorporated","1932","1","ME","Comics","1395"
"Kriss-Kross","","A & M Vending Machine Company","A & M Vending Machine Company","1932","1","ME","","1396"
"Krull","","D. Gottlieb & Company, a Columbia Pictures Industries Company","Gottlieb","1983","4","SS","Fantasy - Licensed Theme","1397"
"Krull II","","Mylstar Electronics, Incorporated","Mylstar Electronics, Incorporated","","4","SS","Fantasy","5338"
"Ku-Ku","","Universal Novelty Manufacturing Company","Universal Novelty Manufacturing Company","1932","1","ME","","1398"
"Kue Ball","","","","1932","1","ME","","6398"
"Kung Fu","","JENSIgame S.E.","JENSIgame S.E.","","1","","Sports - Martial Arts","6425"
"Kuwait","","Maquinas Recreativas Sociedad Anonima","Maquinas Recreativas Sociedad Anonima","","","EM","","5804"
"KZ-26","","Playmatic","Playmatic","1984","4","SS","Outer Space - Fantasy","3202"
"L'Apero","","","","","1","ME","","6271"
"l'arlequin","","","","","1","ME","","6131"
"L'Etoile","","Lenoble","Lenoble","1934","1","ME","","5309"
"L'Etoile","","","","","1","ME","","6230"
"L'Hexagone","","Christian Automatic","Christian Automatic","1986","4","SS","","3903"
"L'Hirondelle","","","","1933","1","ME","","6461"
"La Comete","","","","","1","ME","Outer Space","6121"
"La Retata","","Geiger-Automatenbau GmbH","Geiger-Automatenbau GmbH","1992","4","SS","","4440"
"La Tour de Paris","","Bonzini et Sopransi","Bonzini et Sopransi","","1","ME","World Places","5947"
"La Vie Parisienne","","Bally Manufacturing Corporation","Bally","1979","4","SS","Entertainment - Happiness - Historical","5196"
"Lady Death","","Geiger-Automatenbau GmbH","Geiger-Automatenbau GmbH","1983","4","SS","Fantasy - Vampires","3972"
"Lady Luck","","Bally Midway Manufacturing Company","Bally","1986","4","SS","Playing Cards - Poker","1402"
"Lady Luck","","D. Gottlieb & Company","Gottlieb","1954","1","EM","","1403"
"Lady Luck","","Williams Electronics, Incorporated","Williams","1968","2","EM","Playing Cards - Gambling - Blackjack","1404"
"Lady Luck","","Recel S. A.","Recel S. A.","1976","4","EM","Cards/Gambling","1405"
"Lady Luck","","Pacific Amusement Manufacturing Company","Pacific Amusement Manufacturing Company","1937","1","EM","","3203"
"Lady Luck","","Taito do Brasil, a division of Taito, Japan","Taito do Brasil, a division of Taito, Japan","","4","SS","Gambling","5010"
"Lady Luck","","Bally Wulff","Bally Wulff","1986","4","SS","Playing Cards - Poker","5429"
"Lady Robin Hood","","D. Gottlieb & Company","Gottlieb","1948","1","EM","","1406"
"Lady Savana","","Alco","Alco","","4","","Fantasy","5422"
"Lady Sharpshooter","","Game Plan, Incorporated","Game Plan","1985","2","SS","American West","1407"
"Laguna Beach","","Bally Manufacturing Corporation","Bally","","1","EM","Beach - Swimming","1408"
"Lai-Lani","","Bally Manufacturing Corporation","Bally","","1","EM","American Places - Hawaii","5960"
"Lancer","","Exhibit Supply Company","Exhibit Supply Company","1940","1","EM","Adventure - History - Jousting - Medieval","1409"
"Lancers","","D. Gottlieb & Company","Gottlieb","1961","2","EM","Cavalry - Military","1410"
"Landing on Venus","","Rally a.k.a. Rally Play Company","Rally a.k.a. Rally Play Company","1965","1","EM","Outer Space - Fantasy","3205"
"Landslide","","Exhibit Supply Company","Exhibit Supply Company","1940","1","EM","","1411"
"Lap By Lap","","Industria (Electromecánica) de Recreativos S.A","Industria (Electromecánica) de Recreativos S.A","1986","4","SS","Sports - Auto Racing","4098"
"Laramie","","Maquinas Recreativas Sociedad Anonima","Maquinas Recreativas Sociedad Anonima","1976","2","EM","American West","4647"
"Lariat","","Nate Schneller Incorporated","Nate Schneller Incorporated","1949","1","EM","","1401"
"Lariat","","D. Gottlieb & Company","Gottlieb","1969","2","EM","Western","1412"
"Las Vegas","","Chicago Coin Machine Manufacturing Company","Chicago Coin","1972","1","EM","","3206"
"Las Vegas","","Mattel Electronics Company","Mattel Electronics Company","1977","4","","Gambling","3820"
"Las Vegas","","Dama S.R.L.","Dama S.R.L.","1970","1","EM","","4068"
"Las Vegas","","Talleres del Llobregat S.A. [Automaticos]","Talleres del Llobregat S.A. [Automaticos]","1967","1","EM","American Places - Gambling","4612"
"Las Vegas","","T.H. Bergmann & Company","T.H. Bergmann & Company","","2","EM","American Places","5499"
"Laser Ball","","Williams Electronics, Incorporated","Williams","1979","4","SS","Outer Space - Fantasy","1413"
"Laser Cue","","Williams Electronics, Incorporated","Williams","1984","4","SS","Billiards - Outer Space - Fantasy","1414"
"Laser War","","Data East Pinball, Incorporated","Data East","1987","4","SS","Fantasy","1415"
"Last Action Hero","","Data East Pinball, Incorporated","Data East","1993","4","SS","Celebrities - Fictional - Licensed Theme","1416"
"Last Lap","","Playmatic","Playmatic","1978","4","SS","Sports - Auto Racing","3207"
"Last Lap (Alternate Version)","","Playmatic","Playmatic","","4","SS","Sports - Auto Racing","6075"
"Last Round","","","","","2","EM","Sports - Boxing","5379"
"Last Supper","","","Unknown","","2","EM","Religious","4562"
"Latonia","","Stoner Manufacturing Company","Stoner Manufacturing Company","1937","1","EM","","1417"
"Laura","","Williams Manufacturing Company","Williams","1945","1","EM","Girls/Women","1418"
"Lawman","","D. Gottlieb & Company","Gottlieb","1971","2","EM","American West - Law Enforcement","1419"
"Lawman","","","","","1","EM","","5031"
"Lazer Lord","","Stern Electronics, Incorporated","Stern","1982","4","SS","Fantasy","1421"
"Lazy-Q","","Williams Manufacturing Company","Williams","1953","1","EM","Western","1422"
"Le Cameleon","","","","","1","ME","","6269"
"Le Diamant","","E. Grulet & Cie","E. Grulet & Cie","","1","ME","","5672"
"Le Grand 8","","Christian Automatic","Christian Automatic","1985","4","SS","Amusement Park - Roller Coasters","3916"
"Le grand Carrousel","","SIRMO Games S.A.","SIRMO Games S.A.","","1","SS","","5836"
"Le King","","Jeutel","Jeutel","1983","4","SS","Arcade Games - Pinball - Truck Driving","4554"
"Le Passe Partout","","","","","1","ME","","5954"
"Le Prima","","","","","1","ME","","6322"
"Le Rex Boule","","Dudouit Fils","Dudouit Fils","1932","1","ME","","4906"
"Le Roulis","","Compagnie Industrielle Des appareils Automatiques","Compagnie Industrielle Des appareils Automatiques","","1","ME","","5962"
"Lead Off","","Bally Manufacturing Corporation","Bally","1940","1","EM","Sports - Baseball","3208"
"Leader","","Exhibit Supply Company","Exhibit Supply Company","1940","1","EM","Aircraft - Naval - Ships","1423"
"Leader","","United Manufacturing Company","United Manufacturing Company","1951","1","EM","","1424"
"League Leader","","Success Manufacturing Corporation","Success Manufacturing Corporation","1941","1","EM","","1425"
"League Leader","","J. H. Keeney and Company Incorporated","J. H. Keeney and Company Incorporated","1958","1","EM","Sports - Baseball","3209"
"Leap Ball","","Royal Novelty Company","Royal Novelty Company","1932","1","ME","","1426"
"Leap Frog","","Scientific Machine Corporation","Scientific Machine Corporation","1936","1","EM","","4283"
"Leap Frog","","The Ad-Lee Company, Incorporated","The Ad-Lee Company, Incorporated","1935","1","ME","","4312"
"Leap-Year","","Marvel Manufacturing Company","Marvel Manufacturing Company","1948","1","EM","","1427"
"Lectronamo","","Stern Electronics, Incorporated","Stern","1978","4","SS","Fantasy","1429"
"Left or Right","","Pacific Amusement Manufacturing Company","Pacific Amusement Manufacturing Company","1935","1","EM","","4234"
"Legend","","","Unknown","1985","","SS","","4553"
"Legends of Wrestlemania (Limited Edition)","Legends of Wrestlemania","Stern Pinball, Incorporated","Stern","2015","4","SS","Sports - Wrestling","6216"
"Legionnaire","","Chicago Coin Machine Manufacturing Company","Chicago Coin","1941","1","EM","Military","1430"
"Leland (Sr)","","Chicago Coin Machine Manufacturing Company","Chicago Coin","1933","1","ME","","1431"
"Leland (STD)","","Chicago Coin Machine Manufacturing Company","Chicago Coin","1933","1","ME","","1432"
"Les 10 Cases","","","","","1","ME","","5989"
"Les Deux As","","","","","1","ME","","6211"
"Les Étoiles","","","","","1","ME","","6147"
"Les Flèches","","Magister","Magister","1934","1","ME","","5260"
"Lethal Weapon 3","","Data East Pinball, Incorporated","Data East","1992","4","SS","Celebrities - Fictional - Licensed Theme","1433"
"Lexington","","Bally Manufacturing Corporation","Bally","1948","1","EM","Sports - Horse Racing","1434"
"Lexy Lightspeed Escape From Earth","","Multimorphic, Inc.","Multimorphic, Inc.","2017","9","SS","Fantasy - Science Fiction","6449"
"Lexy Lightspeed Secret Agent Showdown","","Multimorphic, Inc.","Multimorphic, Inc.","2017","1","SS","Fantasy - Science Fiction","6453"
"Liberty","","D. Gottlieb & Company","Gottlieb","1942","1","EM","","5040"
"Liberty","","Daval Mfg Company Incorporated, G.B.","Daval Mfg Company Incorporated, G.B.","1939","1","EM","America - Patriotism","1435"
"Liberty","","Sullivan-Nolan Advertising Company [WWII Conversions Only]","Sullivan-Nolan Advertising Company [WWII Conversions Only]","1942","1","EM","","3881"
"Liberty","","Bally Manufacturing Corporation","Bally","1944","1","EM","","3882"
"Liberty Bell","","Williams Electronics, Incorporated","Williams","1977","2","EM","American History - Historical","1436"
"Liberty Bell","","D. Gottlieb & Company","Gottlieb","1935","1","EM","","1437"
"Liberty Belle","","D. Gottlieb & Company","Gottlieb","1962","4","EM","American Patriotism","1438"
"Libra","","Centro Matic S.A.","Centro Matic S.A.","1974","1","EM","Zodiac","4065"
"LICA","","","","","1","ME","","5896"
"Lido","","","","","1","EM","Nightclubs - Nightlife","5135"
"Lido","","Bally Manufacturing Corporation","Bally","","1","EM","","1439"
"Life","","American Amusement Company","American Amusement Company","1932","1","ME","","3984"
"Liga","","Tura Automatenfabrik Gmbh","Tura Automatenfabrik Gmbh","1936","1","EM","","4721"
"Light House","","Scientific Machine Corporation","Scientific Machine Corporation","1934","1","EM","Lighthouses - Nautical","4195"
"Light King","","","","","1","ME","","5854"
"Light Speed","","Williams Electronics, Incorporated","Williams","1984","","SS","","3712"
"Lighthouse","","A.B.T. Manufacturing Company","A.B.T. Manufacturing Company","1936","1","EM","","4320"
"Lightning","","Stern Electronics, Incorporated","Stern","1981","4","SS","Fantasy - Norse God of Lightning","1441"
"Lightning","","Marvel Manufacturing Company","Marvel Manufacturing Company","1947","1","EM","","3210"
"Lightning","","Exhibit Supply Company","Exhibit Supply Company","1938","1","EM","","3211"
"Lightning 36 (First Style)","","Exhibit Supply Company","Exhibit Supply Company","1934","1","EM","","1440"
"Lightning 38 (New Style)","","Exhibit Supply Company","Exhibit Supply Company","1934","1","EM","","5608"
"Lightning 44 (First Style)","","Exhibit Supply Company","Exhibit Supply Company","1934","1","EM","","5607"
"Lightning 44 (New Style)","","Exhibit Supply Company","Exhibit Supply Company","1934","1","EM","","5609"
"Lightning Ball","","D. Gottlieb & Company","Gottlieb","1959","1","EM","","1442"
"Lights Out","","Bally Manufacturing Corporation","Bally","1936","1","EM","","1443"
"Lights Out","","Excels","Excels","1936","1","EM","","1444"
"Lights Out Special","","Bally Manufacturing Corporation","Bally","1936","1","EM","","4190"
"Lights...Camera...Action!","","Premier Technology","Premier","1989","4","SS","Movie Making - Show Business","1445"
"Lime Light","","Bally Manufacturing Corporation","Bally","1940","1","EM","","1446"
"Lin-Up","","Lin Up Manufacturing Company","Lin Up Manufacturing Company","1933","1","ME","","3949"
"Line Drive","","Williams Electronics, Incorporated","Williams","1972","2","EM","Sports - Baseball","1447"
"Line up","","Shyvers Manufacturing Company","Shyvers Manufacturing Company","1937","1","EM","","1450"
"Line-O","","Western Equipment & Supply Company","Western Equipment & Supply Company","1936","1","EM","","1451"
"Line-Up","","Bally Manufacturing Corporation","Bally","1937","1","EM","","1448"
"Line-up","","Baker Novelty and Manufacturing Company","Baker Novelty and Manufacturing Company","1940","1","EM","","1449"
"Lite A Basket","","H. C. Evans & Company","H. C. Evans & Company","1936","1","EM","","3212"
"Lite-A-Card","","D. Gottlieb & Company","Gottlieb","1960","2","EM","Playing Cards","1453"
"Lite-A-Line","","Bally Manufacturing Corporation","Bally","","1","EM","","1454"
"Lite-A-Line","","Pacific Amusement Manufacturing Company","Pacific Amusement Manufacturing Company","1934","1","EM","","1455"
"Lite-A-Line","","J. H. Keeney and Company Incorporated","J. H. Keeney and Company Incorporated","1951","1","EM","","1456"
"Lite-A-Line","","Amusement Novelty Supply Company","Amusement Novelty Supply Company","1935","1","EM","","3912"
"Lite-A-Line","","J. H. Keeney and Company Incorporated","J. H. Keeney and Company Incorporated","1962","2","EM","","5993"
"Lite-A-Pair","","J. H. Keeney and Company Incorporated","J. H. Keeney and Company Incorporated","1937","1","EM","","1452"
"Lite-League","","Amusematic Corporation","Amusematic Corporation","1946","1","EM","Sports - Baseball","5108"
"Lite-O-Card","","D. Gottlieb & Company","Gottlieb","1939","1","EM","","1457"
"Little Chief","","Williams Electronics, Incorporated","Williams","1975","4","EM","American West","1458"
"Little Dandy","","Chicago Coin Machine Manufacturing Company","Chicago Coin","1939","1","EM","","1459"
"Little Joe","","Bally Manufacturing Corporation","Bally","1972","4","EM","Playing Dice","1460"
"Little Joe","","D. Gottlieb & Company","Gottlieb","1950","1","EM","","3755"
"Little Joe","","Buckley Manufacturing Company","Buckley Manufacturing Company","1932","1","ME","Playing Dice","4871"
